test_id,query,description,extracted,boleta_formatada,success,duration_ms,error
trigger_1386_2386,"Rose: Obrigado
Ana: Deixa eu confirmar o endereço.
Pedro: é outro endereço?
Pedro: ou é o mesmo que mandamos sempre?
Ana: Nesse caso é erc20
Pedro: eu posso mandar trc20
Pedro: se quiser
Pedro: o usdt
Ana: Nesse caso melhor eth mainnet, já envio o endereço. ‎<This message was edited>
Ana: 0x97D2bb058B6dd46a3cacCC313dDb4Eb469C5dfAb
Ana: Endereço erc20
Pedro: show
Pedro: vou cadastrar aqui
Ana: Um esclarecimento, somente esse 20k usdt/udsc devem ser enviados para o endereço erc20
Ana: Todas as outras transações, inclusive as travas que já fizemos hoje, permanecem em Tron. ‎<This message was edited>",,,,False,3,
trigger_1396_2396,"Ana: Endereço erc20
Pedro: show
Pedro: vou cadastrar aqui
Ana: Um esclarecimento, somente esse 20k usdt/udsc devem ser enviados para o endereço erc20
Ana: Todas as outras transações, inclusive as travas que já fizemos hoje, permanecem em Tron. ‎<This message was edited>
Pedro: pode ser tudo usdt ou precisa ser usdt e usdc?
Ana: Fica a sua preferência.
Pedro: vou enviar tudo usdt entao
beleza?
Ana: Ok, mesmo endereço
Ana: 0x97D2bb058B6dd46a3cacCC313dDb4Eb469C5dfAb
Pedro: beleza
Ana: cota 100k pfvr
Rose: 1s
Rose: 4720
Ana: fecha",,,,False,3,
trigger_1397_2397,"Pedro: show
Pedro: vou cadastrar aqui
Ana: Um esclarecimento, somente esse 20k usdt/udsc devem ser enviados para o endereço erc20
Ana: Todas as outras transações, inclusive as travas que já fizemos hoje, permanecem em Tron. ‎<This message was edited>
Pedro: pode ser tudo usdt ou precisa ser usdt e usdc?
Ana: Fica a sua preferência.
Pedro: vou enviar tudo usdt entao
beleza?
Ana: Ok, mesmo endereço
Ana: 0x97D2bb058B6dd46a3cacCC313dDb4Eb469C5dfAb
Pedro: beleza
Ana: cota 100k pfvr
Rose: 1s
Rose: 4720
Ana: fecha
Rose: fechado",,,,False,3,
trigger_1416_2416,"Ana: Tron
Rose: Consigo 300
Ana: Ok
Rose: blz
Ana: Tron pfvr
Ana: Para o endereço normal
Ana: TH4EfCD3X958NoZkLd45LTh473Q3D2yxyZ
Pedro: blz
Pedro: d6516bf9e5a<PHONE>91cc9b87497512e7b929f7a8afd6221c7ebad7e22da
Pedro: 300.000
Ana: Cota 87.348,00
Ana: pfvr
Rose: 1s
Rose: 4700
Ana: fecha",,,,False,3,
trigger_1417_2417,"Rose: Consigo 300
Ana: Ok
Rose: blz
Ana: Tron pfvr
Ana: Para o endereço normal
Ana: TH4EfCD3X958NoZkLd45LTh473Q3D2yxyZ
Pedro: blz
Pedro: d6516bf9e5a<PHONE>91cc9b87497512e7b929f7a8afd6221c7ebad7e22da
Pedro: 300.000
Ana: Cota 87.348,00
Ana: pfvr
Rose: 1s
Rose: 4700
Ana: fecha
Rose: fechado",,,,False,3,
trigger_1425_2425,"Pedro: 300.000
Ana: Cota 87.348,00
Ana: pfvr
Rose: 1s
Rose: 4700
Ana: fecha
Rose: fechado
Rose: BRL 477,793.56 // USDT 87.348
Ana: 50k
Ana: cotação
Ana: pfvr
Ana: cotação?
Rose: 4650
Ana: 1s
Ana: fecha",,,,False,3,
trigger_1426_2426,"Ana: Cota 87.348,00
Ana: pfvr
Rose: 1s
Rose: 4700
Ana: fecha
Rose: fechado
Rose: BRL 477,793.56 // USDT 87.348
Ana: 50k
Ana: cotação
Ana: pfvr
Ana: cotação?
Rose: 4650
Ana: 1s
Ana: fecha
Rose: fechado",,,,False,3,
trigger_1457_2457,"Rose: Um momento
Rose: <PHONE> vi aqui que já foi enviado pra gente 3M, seu limite ainda é 4M ?
Ana: Nessa conta sim.
Rose: beleza
Ana: Contudo, abri outra conta, vou verificar se já está operacional.
Rose: ta ok
Pedro: 137.348
Ana: Obrigado!
Ana: Cota 100k
Ana: me ajuda no preço
Rose: 1s
Rose: ‎This message was deleted.
Rose: 4670 ‎<This message was edited>
Ana: fecha",,,,False,3,
trigger_1458_2458,"Rose: <PHONE> vi aqui que já foi enviado pra gente 3M, seu limite ainda é 4M ?
Ana: Nessa conta sim.
Rose: beleza
Ana: Contudo, abri outra conta, vou verificar se já está operacional.
Rose: ta ok
Pedro: 137.348
Ana: Obrigado!
Ana: Cota 100k
Ana: me ajuda no preço
Rose: 1s
Rose: ‎This message was deleted.
Rose: 4670 ‎<This message was edited>
Ana: fecha
Rose: fechado",,,,False,3,
trigger_1477_2477,"Rose: R$ 3.581.693,56
Ana: ‎This message was deleted.
Ana: cota 50k
Rose: 1s
Ana: rapidão pls
Rose: 4720
Ana: off
Rose: <PHONE>
Rose: off
Ana: Cota 150k pfvr
Ana: Consegui mais limite
Ana: me ajuda preço
Rose: beleza
Rose: 4730
Ana: fecha",,,,False,3,
trigger_1478_2478,"Ana: ‎This message was deleted.
Ana: cota 50k
Rose: 1s
Ana: rapidão pls
Rose: 4720
Ana: off
Rose: <PHONE>
Rose: off
Ana: Cota 150k pfvr
Ana: Consegui mais limite
Ana: me ajuda preço
Rose: beleza
Rose: 4730
Ana: fecha
Rose: fechado",,,,False,3,
trigger_1518_2518,"Rose: Chegou ai ?
Ana: O dinheiro já está comigo, o site da corpX está oscilando, já comuniquei que preciso fazer o pagamento em 30 min.
Rose: ta ok
‎[11/08/25, 16:19:36] Maynard: Comprovante11.08(3).pdf • ‎1 page ‎document omitted
Rose: Recebido
Ana: Finalizado
Rose: Enviando moedas
Pedro: 100.000
Ana: Bom dia! mesa aberta?
Rose: Bom dia
Rose: sim, mesa aberta
Ana: 100k
Ana: cotação
Rose: 4420
Ana: fecha",,,,False,3,
trigger_1519_2519,"Ana: O dinheiro já está comigo, o site da corpX está oscilando, já comuniquei que preciso fazer o pagamento em 30 min.
Rose: ta ok
‎[11/08/25, 16:19:36] Maynard: Comprovante11.08(3).pdf • ‎1 page ‎document omitted
Rose: Recebido
Ana: Finalizado
Rose: Enviando moedas
Pedro: 100.000
Ana: Bom dia! mesa aberta?
Rose: Bom dia
Rose: sim, mesa aberta
Ana: 100k
Ana: cotação
Rose: 4420
Ana: fecha
Rose: fechado",,,,False,3,
trigger_1533_2533,"Rose: fechado
Ana: 100.000 USDT = 544.200 BRL
Ana: mais 100k cotação
Ana: pfvr
Ana: preço
Rose: 4340
Ana: 1s
Ana: Cota de novo pfvr, caindo
Rose: 4330
Ana: 1s
Rose: vamos?
Ana: Caindo mais
Rose: 4310
Rose: <PHONE>
Ana: fecha",,,,False,3,
trigger_1534_2534,"Ana: 100.000 USDT = 544.200 BRL
Ana: mais 100k cotação
Ana: pfvr
Ana: preço
Rose: 4340
Ana: 1s
Ana: Cota de novo pfvr, caindo
Rose: 4330
Ana: 1s
Rose: vamos?
Ana: Caindo mais
Rose: 4310
Rose: <PHONE>
Ana: fecha
Rose: fechado",,,,False,3,
trigger_1547_2547,"Ana: fecha
Rose: fechado
Ana: 100.000 USDT = 543.100 BRL
Ana: cota 50k
Ana: me ajuda no preço
Rose: 4330
Rose: vamos ?
Ana: off
Rose: off
Ana: 150k
Ana: cotação
Rose: 1s
Ana: me ajuda no preço
Rose: 4370
Ana: fecha",,,,False,3,
trigger_1548_2548,"Rose: fechado
Ana: 100.000 USDT = 543.100 BRL
Ana: cota 50k
Ana: me ajuda no preço
Rose: 4330
Rose: vamos ?
Ana: off
Rose: off
Ana: 150k
Ana: cotação
Rose: 1s
Ana: me ajuda no preço
Rose: 4370
Ana: fecha
Rose: fechado",,,,False,3,
trigger_1569_2569,"Rose: Recebido
‎[12/08/25, 11:41:41] Maynard: ‎image omitted
‎[12/08/25, 11:43:17] Maynard: ‎image omitted
Ana: Liquida o máximo possível pfvr?
Rose: Blz, 1 min
Pedro: d1ffc07195bf33a40f6f3ebcc1b6ffff<PHONE>74b80a3e82d29c54600934
Pedro: 200.000
Ana: Obrigado.
Pedro: tem interesse em alguma quantidade a 5,41?
<PHONE>
Bruno: temos um lote de 4MUSDT, tem interesse em algo?
Rose: <PHONE>
Ana: 250k
Ana: rápidao antes que volte
Rose: 4170
Rose: <PHONE>
Rose: 4090
Ana: fecha",,,,False,3,
trigger_1570_2570,"Ana: Liquida o máximo possível pfvr?
Rose: Blz, 1 min
Pedro: d1ffc07195bf33a40f6f3ebcc1b6ffff<PHONE>74b80a3e82d29c54600934
Pedro: 200.000
Ana: Obrigado.
Pedro: tem interesse em alguma quantidade a 5,41?
<PHONE>
Bruno: temos um lote de 4MUSDT, tem interesse em algo?
Rose: <PHONE>
Ana: 250k
Ana: rápidao antes que volte
Rose: 4170
Rose: <PHONE>
Rose: 4090
Ana: fecha
Rose: fechado",,,,False,3,
trigger_1587_2587,"Rose: ok
Pedro: 250.000
Rose: saldo: -BRL 501,108.00
‎[12/08/25, 14:15:09] Maynard: ‎image omitted
Rose: mais alguma demanda pra hoje ?
Ana: Talvez
Rose: ve se consegue um volume bom, preço ta bom aqui
Ana: Quanto?
Rose: 4140 agora, mas dependendo consigo negociar aqui
Ana: Vou tentar 200k nesse lote, 1 min
Ana: 200 nesse lote faz quanto?
Ana: aqui
Ana: Rápidão
Rose: 4100
Ana: fecha",,,,False,3,
trigger_1588_2588,"Pedro: 250.000
Rose: saldo: -BRL 501,108.00
‎[12/08/25, 14:15:09] Maynard: ‎image omitted
Rose: mais alguma demanda pra hoje ?
Ana: Talvez
Rose: ve se consegue um volume bom, preço ta bom aqui
Ana: Quanto?
Rose: 4140 agora, mas dependendo consigo negociar aqui
Ana: Vou tentar 200k nesse lote, 1 min
Ana: 200 nesse lote faz quanto?
Ana: aqui
Ana: Rápidão
Rose: 4100
Ana: fecha
Rose: fechado",,,,False,3,
trigger_1596_2596,"Ana: Vou tentar 200k nesse lote, 1 min
Ana: 200 nesse lote faz quanto?
Ana: aqui
Ana: Rápidão
Rose: 4100
Ana: fecha
Rose: fechado
Rose: BRL 1,082,000.00 // USDT 200.000
‎[12/08/25, 15:07:42] Maynard: ‎image omitted
Ana: Falta liquidar quanto?
Rose: -BRL 108,108.00 pra zerar
Ana: cota 150k
Ana: me ajuda no preço
Rose: 4080
Rose: <PHONE>
Ana: fecha",,,,False,4,
trigger_1597_2597,"Ana: 200 nesse lote faz quanto?
Ana: aqui
Ana: Rápidão
Rose: 4100
Ana: fecha
Rose: fechado
Rose: BRL 1,082,000.00 // USDT 200.000
‎[12/08/25, 15:07:42] Maynard: ‎image omitted
Ana: Falta liquidar quanto?
Rose: -BRL 108,108.00 pra zerar
Ana: cota 150k
Ana: me ajuda no preço
Rose: 4080
Rose: <PHONE>
Ana: fecha
Rose: fechado",,,,False,7,
trigger_1608_2608,"Rose: 4080
Rose: <PHONE>
Ana: fecha
Rose: fechado
Rose: BRL 811,200.00 // USDT 150.000
Rose: saldo: -BRL 919,308.00
Ana: Galera pode liquidar o que mais falta se ainda houver algo?
Ana: De cripto
Pedro: 300.000
Rose: faltando apenas uma de 200k
‎[12/08/25, 15:44:19] Maynard: ‎image omitted
Rose: saldo att: -BRL 424,308.00
‎[12/08/25, 15:49:03] Maynard: ‎image omitted
Ana: Mandei a mais?
Rose: sim, ficou um saldo positivo de 692 pras próximas
Ana: Tem mais cotação pra fechar?",,,,False,8,
trigger_1633_2633,"Ana: Obrigado!
Ana: Bom dia a todos!
Ana: Mesa aberta?
Rose: Bom dia
Rose: Mesa aberta!
Ana: Maravilha.
Ana: 100k
Ana: cotação
Ana: pfvr
Ana: cotação?
Rose: 1s
Rose: 4081
Rose: <PHONE>
Rose: 4115
Ana: fecha",,,,False,6,
trigger_1634_2634,"Ana: Bom dia a todos!
Ana: Mesa aberta?
Rose: Bom dia
Rose: Mesa aberta!
Ana: Maravilha.
Ana: 100k
Ana: cotação
Ana: pfvr
Ana: cotação?
Rose: 1s
Rose: 4081
Rose: <PHONE>
Rose: 4115
Ana: fecha
Rose: fechado",,,,False,6,
trigger_1640_2640,"Ana: cotação
Ana: pfvr
Ana: cotação?
Rose: 1s
Rose: 4081
Rose: <PHONE>
Rose: 4115
Ana: fecha
Rose: fechado
Ana: Consegue mais 100k?
Ana: Cota 100k
Rose: vendo aqui
Rose: 4127
Ana: 1s
Ana: fecha 200k",,,,False,9,
trigger_1643_2643,"Rose: 1s
Rose: 4081
Rose: <PHONE>
Rose: 4115
Ana: fecha
Rose: fechado
Ana: Consegue mais 100k?
Ana: Cota 100k
Rose: vendo aqui
Rose: 4127
Ana: 1s
Ana: fecha 200k
Ana: aqui
Ana: Ok?
Rose: fechado",,,,False,6,
trigger_1656_2656,"Ana: Ok?
Rose: fechado
Rose: dividi aqui em 3 de 100 beleza ?
Ana: 1 aqui
Ana: ‎This message was deleted.
Ana: 2 aqui
Rose: isso
Rose: BRL 541,150.00 // USDT 100.000
BRL 541,270.00 // USDT 100.000
BRL 541,270.00 // USDT 100.000
Ana: 106.845,00 cotação
Ana: ajuda no preço
Ana: pfvr
Rose: 4129
Rose: @may
Rose: <PHONE>
Ana: fecha",,,,False,5,
trigger_1657_2657,"Rose: fechado
Rose: dividi aqui em 3 de 100 beleza ?
Ana: 1 aqui
Ana: ‎This message was deleted.
Ana: 2 aqui
Rose: isso
Rose: BRL 541,150.00 // USDT 100.000
BRL 541,270.00 // USDT 100.000
BRL 541,270.00 // USDT 100.000
Ana: 106.845,00 cotação
Ana: ajuda no preço
Ana: pfvr
Rose: 4129
Rose: @may
Rose: <PHONE>
Ana: fecha
Rose: fechado",,,,False,3,
trigger_1675_2675,"Ana: ok
Ana: quanto?
Rose: vendo aqui
Rose: 4110
Rose: <PHONE>
Ana: já passei, 1s
Ana: off
Rose: off
Rose: R$578,341.30 // USDT 106.845
‎[13/08/25, 09:58:46] Maynard: ‎image omitted
‎[13/08/25, 09:59:30] Maynard: ‎image omitted
‎[13/08/25, 10:00:26] Maynard: ‎image omitted
Ana: pode liquidar o máximo possível pfvr?
Rose: Sim, enviando
Ana: cota 100k
Ana: pfvr
Rose: 4051
Ana: fecha",,,,False,3,
trigger_1676_2676,"Ana: quanto?
Rose: vendo aqui
Rose: 4110
Rose: <PHONE>
Ana: já passei, 1s
Ana: off
Rose: off
Rose: R$578,341.30 // USDT 106.845
‎[13/08/25, 09:58:46] Maynard: ‎image omitted
‎[13/08/25, 09:59:30] Maynard: ‎image omitted
‎[13/08/25, 10:00:26] Maynard: ‎image omitted
Ana: pode liquidar o máximo possível pfvr?
Rose: Sim, enviando
Ana: cota 100k
Ana: pfvr
Rose: 4051
Ana: fecha
Rose: fechado",,,,False,4,
trigger_1731_2731,"Rose: ja esta contando com ele
Ana: Beleza.
Ana: Mando sim, 1s
Rose: Beleza
Rose: obrigado
‎[13/08/25, 17:30:07] Maynard: ‎image omitted
Rose: ficou faltando 20, podemos deixar de débito pra amanhã se preferir ‎<This message was edited>
Rose: era na verdade 886,81 rs
Ana: 1s
Rose: fazendo ai ?
Ana: 1s
Rose: ok
‎[13/08/25, 17:43:58] Maynard: ‎image omitted
Rose: Brigadão
Rose: desculpa ai novamente pelo equivoco
Ana: Sem problemas, vamos pra frente.
Ana: Pessoal, para travar em d0 e liquidar as pontas em d1 ou d2 eu tenho que avisar antes da cotação? Ou posso cotar normalmente e depois falar, vou liquidar em d1 ou d2?",,,,False,6,
trigger_1738_2738,"Ana: 1s
Rose: fazendo ai ?
Ana: 1s
Rose: ok
‎[13/08/25, 17:43:58] Maynard: ‎image omitted
Rose: Brigadão
Rose: desculpa ai novamente pelo equivoco
Ana: Sem problemas, vamos pra frente.
Ana: Pessoal, para travar em d0 e liquidar as pontas em d1 ou d2 eu tenho que avisar antes da cotação? Ou posso cotar normalmente e depois falar, vou liquidar em d1 ou d2?
Rose: Opa, bom dia. Precisaria avisar antes.. Ex: ref 100k d1
Ana: Entendido
Rose: <PHONE> alguma demanda pra hoje ?
Ana: 100k
Ana: rpaido antes que volte
Rose: 4230
Ana: fecha",,,,False,5,
trigger_1739_2739,"Rose: fazendo ai ?
Ana: 1s
Rose: ok
‎[13/08/25, 17:43:58] Maynard: ‎image omitted
Rose: Brigadão
Rose: desculpa ai novamente pelo equivoco
Ana: Sem problemas, vamos pra frente.
Ana: Pessoal, para travar em d0 e liquidar as pontas em d1 ou d2 eu tenho que avisar antes da cotação? Ou posso cotar normalmente e depois falar, vou liquidar em d1 ou d2?
Rose: Opa, bom dia. Precisaria avisar antes.. Ex: ref 100k d1
Ana: Entendido
Rose: <PHONE> alguma demanda pra hoje ?
Ana: 100k
Ana: rpaido antes que volte
Rose: 4230
Ana: fecha
Rose: fechado",,,,False,8,
trigger_1759_2759,"Ana: Finalizada
Ana: Pode liquidar?
Pedro: Vamos enviar aqui
Ana: Obrigado!
Pedro: 2b60213412fd217b0d039757b2c8e6eae65388abeb7aa<PHONE>0cad4e660
Pedro: 100.000
Ana: Obrigado
Rose: <PHONE>  mais alguma ?
Ana: Por enquanto não.
Ana: 50k
Rose: opa
Ana: 50.200
Ana: cotação
Rose: 4472
Ana: fecha",,,,False,9,
trigger_1760_2760,"Ana: Pode liquidar?
Pedro: Vamos enviar aqui
Ana: Obrigado!
Pedro: 2b60213412fd217b0d039757b2c8e6eae65388abeb7aa<PHONE>0cad4e660
Pedro: 100.000
Ana: Obrigado
Rose: <PHONE>  mais alguma ?
Ana: Por enquanto não.
Ana: 50k
Rose: opa
Ana: 50.200
Ana: cotação
Rose: 4472
Ana: fecha
Rose: fechado",,,,False,9,
trigger_1786_2786,"Rose: 4360 consigo
Ana: 1s
Ana: off
Ana: Aguardar um pouco
Rose: off
Rose: beleza
Ana: 100k cota pfvr
Rose: 1s
Rose: 4345
Ana: consegue apertar um pouco?
Rose: 4330
Rose: vamos ?
Ana: 1s
Ana: negociando
Ana: fecha",,,,False,5,
trigger_1787_2787,"Ana: 1s
Ana: off
Ana: Aguardar um pouco
Rose: off
Rose: beleza
Ana: 100k cota pfvr
Rose: 1s
Rose: 4345
Ana: consegue apertar um pouco?
Rose: 4330
Rose: vamos ?
Ana: 1s
Ana: negociando
Ana: fecha
Rose: fechado",,,,False,6,
trigger_1802_2802,"Rose: BRL 543,300.00 // USDT 100.000
‎[14/08/25, 16:15:15] Maynard: ‎image omitted
‎[14/08/25, 16:16:06] Maynard: ‎image omitted
Ana: finalizada
Rose: Recebido
Rose: jajá enviamos
Ana: Obrigado
Pedro: 100.000
Ana: Bom dia senhores! Mesa abre 9:05?
Rose: Bom dia!!
Rose: Sim
Ana: Maravilha!
Ana: 100k
Ana: cotação
Rose: 4200
Ana: fecha",,,,False,7,
trigger_1804_2804,"Rose: Recebido
Rose: jajá enviamos
Ana: Obrigado
Pedro: 100.000
Ana: Bom dia senhores! Mesa abre 9:05?
Rose: Bom dia!!
Rose: Sim
Ana: Maravilha!
Ana: 100k
Ana: cotação
Rose: 4200
Ana: fecha
Ana: 100.000 USDT = 542.000 BRL
Rose: fechado",,,,False,4,
trigger_1808_2808,"Pedro: 100.000
Ana: Bom dia senhores! Mesa abre 9:05?
Rose: Bom dia!!
Rose: Sim
Ana: Maravilha!
Ana: 100k
Ana: cotação
Rose: 4200
Ana: fecha
Ana: 100.000 USDT = 542.000 BRL
Rose: fechado
Ana: 40k
Ana: rapidão pfvr
Rose: 4210
Ana: fecha",,,,False,4,
trigger_1809_2809,"Ana: Bom dia senhores! Mesa abre 9:05?
Rose: Bom dia!!
Rose: Sim
Ana: Maravilha!
Ana: 100k
Ana: cotação
Rose: 4200
Ana: fecha
Ana: 100.000 USDT = 542.000 BRL
Rose: fechado
Ana: 40k
Ana: rapidão pfvr
Rose: 4210
Ana: fecha
Rose: fechado",,,,False,4,
trigger_1815_2815,"Rose: 4200
Ana: fecha
Ana: 100.000 USDT = 542.000 BRL
Rose: fechado
Ana: 40k
Ana: rapidão pfvr
Rose: 4210
Ana: fecha
Rose: fechado
Rose: BRL 216,840.00 // USDT 40.000
‎[15/08/25, 09:44:25] Maynard: ‎image omitted
Ana: Cota 135k
Ana: pfvr
Ana: preço
Rose: 4090
Ana: fecha",,,,False,5,
trigger_1816_2816,"Ana: fecha
Ana: 100.000 USDT = 542.000 BRL
Rose: fechado
Ana: 40k
Ana: rapidão pfvr
Rose: 4210
Ana: fecha
Rose: fechado
Rose: BRL 216,840.00 // USDT 40.000
‎[15/08/25, 09:44:25] Maynard: ‎image omitted
Ana: Cota 135k
Ana: pfvr
Ana: preço
Rose: 4090
Ana: fecha
Rose: fechado",,,,False,10,
trigger_1838_2838,"Ana: Normalmente você passa 0.35% ~ 0.36%, entendo que esse é seu mínimo
Rose: depende do quanto o nosso provedor nos passa
Ana: Você compra na casa de 0.20% ~ 0.25%, as vezes menos.
Pedro: Nem sempre conseguimos comprar a esse preço
Pedro: Por questões de mercado
Pedro: Quando isso acontece, tentamos ao máximo apertar aqui o spread para fazermos negócios
Ana: Vocês não fazem via blocktrade?
Ana: Ou compram do Braza?
Rose: Depende muito, temos diversos fornecedores
Ana: Entendido.
Ana: 280k
Ana: me ajuda no preço
Rose: 4115
Rose: 4110
Ana: fecha",,,,False,7,
trigger_1839_2839,"Rose: depende do quanto o nosso provedor nos passa
Ana: Você compra na casa de 0.20% ~ 0.25%, as vezes menos.
Pedro: Nem sempre conseguimos comprar a esse preço
Pedro: Por questões de mercado
Pedro: Quando isso acontece, tentamos ao máximo apertar aqui o spread para fazermos negócios
Ana: Vocês não fazem via blocktrade?
Ana: Ou compram do Braza?
Rose: Depende muito, temos diversos fornecedores
Ana: Entendido.
Ana: 280k
Ana: me ajuda no preço
Rose: 4115
Rose: 4110
Ana: fecha
Rose: fechado",,,,False,6,
trigger_1854_2854,"Rose: BRL 1,515,080.00 // USDT 280.000
‎[15/08/25, 10:49:52] Maynard: ‎image omitted
Rose: Recebido
Ana: Conseguem liquidar 140k?
Rose: conseguimos sim
Rose: jajá enviamos
Ana: Obrigado.
Pedro: 140.000
‎[15/08/25, 11:01:42] Maynard: ‎image omitted
Ana: 100k
Ana: cotação pfvr
Rose: 4125
Ana: cota de novo pfvr
Ana: caiu
Rose: 4116
Ana: fecha",,,,False,3,
trigger_1855_2855,"Rose: Recebido
Ana: Conseguem liquidar 140k?
Rose: conseguimos sim
Rose: jajá enviamos
Ana: Obrigado.
Pedro: 140.000
‎[15/08/25, 11:01:42] Maynard: ‎image omitted
Ana: 100k
Ana: cotação pfvr
Rose: 4125
Ana: cota de novo pfvr
Ana: caiu
Rose: 4116
Ana: fecha
Rose: fechado",,,,False,3,
trigger_1865_2865,"Ana: cota de novo pfvr
Ana: caiu
Rose: 4116
Ana: fecha
Rose: fechado
Rose: BRL 541,160.00 // USDT 100.000
‎[15/08/25, 11:24:44] Maynard: ‎image omitted
‎[15/08/25, 11:25:19] Maynard: ‎image omitted
‎[15/08/25, 11:25:55] Maynard: ‎image omitted
‎[15/08/25, 11:28:16] Maynard: ‎image omitted
Ana: Liquida 280k pfvr
Rose: Recebido
Rose: Enviaremos em breve
Ana: O quanto antes, agradeço
Ana: Conseguem Cota 10.600,00?
Rose: sim
Ana: manda preço pfvr
Rose: 4125
Ana: fecha",,,,False,3,
trigger_1866_2866,"Ana: caiu
Rose: 4116
Ana: fecha
Rose: fechado
Rose: BRL 541,160.00 // USDT 100.000
‎[15/08/25, 11:24:44] Maynard: ‎image omitted
‎[15/08/25, 11:25:19] Maynard: ‎image omitted
‎[15/08/25, 11:25:55] Maynard: ‎image omitted
‎[15/08/25, 11:28:16] Maynard: ‎image omitted
Ana: Liquida 280k pfvr
Rose: Recebido
Rose: Enviaremos em breve
Ana: O quanto antes, agradeço
Ana: Conseguem Cota 10.600,00?
Rose: sim
Ana: manda preço pfvr
Rose: 4125
Ana: fecha
Rose: fechado",,,,False,3,
trigger_1884_2884,"Ana: Ok
Pedro: vamos te mandar em 5 min
Rose: vamos enviar 415k
Rose: 280 + 135
Ana: Maravilha
Pedro: 415.000
Ana: Obrigado!
Ana: Cota 83k
Ana: pfvr
Rose: 4125
Rose: <PHONE>
Ana: ok
Rose: 4137
Ana: consegue fechar aqui?",,,,False,3,
trigger_1888_2888,"Ana: Maravilha
Pedro: 415.000
Ana: Obrigado!
Ana: Cota 83k
Ana: pfvr
Rose: 4125
Rose: <PHONE>
Ana: ok
Rose: 4137
Ana: consegue fechar aqui?
Rose: subiu
Rose: 4135 consigo
Ana: ok
Rose: fechado",,,,False,3,
trigger_1909_2909,"Pedro: Claro, pode deixar
Vamos tentar o máximo aqui
Ana: Vou tentar aqui do meu lado também.
Pedro: Beleza
Pedro: E quanto mais rápido recebermos os BRL, mais rápido conseguimos enviar os USDTs também ‎<This message was edited>
Ana: Claro, eu pressiono o lado do cliente aqui.
Ana: Quanto eu devo galera?
Rose: 1sec
Ana: ok
Rose: ‎This message was deleted.
Rose: saldo att: -BRL 1,046,988.00
Ana: Cota 257.295,00
Rose: 4165
Rose: <PHONE>
Ana: já passei
Ana: fecha",,,,False,3,
trigger_1910_2910,"Ana: Vou tentar aqui do meu lado também.
Pedro: Beleza
Pedro: E quanto mais rápido recebermos os BRL, mais rápido conseguimos enviar os USDTs também ‎<This message was edited>
Ana: Claro, eu pressiono o lado do cliente aqui.
Ana: Quanto eu devo galera?
Rose: 1sec
Ana: ok
Rose: ‎This message was deleted.
Rose: saldo att: -BRL 1,046,988.00
Ana: Cota 257.295,00
Rose: 4165
Rose: <PHONE>
Ana: já passei
Ana: fecha
Rose: fechado",,,,False,2,
trigger_1929_2929,"Rose: Enviando 100k + 10,6k
Pedro: 110.600
‎[15/08/25, 13:50:51] Maynard: ‎image omitted
‎[15/08/25, 13:52:15] Maynard: ‎image omitted
Ana: falta liquidar quanto?
Rose: USDT 83.000,00
USDT 257.295,00
Rose: saldo: -BRL 850,626.37
Ana: Tem como liquidar mais alguma coisa com esses dois últimos envios?
Rose: Enviando
Ana: Obrigado
Pedro: 83.000
Ana: 82.097,00
Ana: cotação?
Rose: 4210
Ana: fecha",,,,False,3,
trigger_1930_2930,"Pedro: 110.600
‎[15/08/25, 13:50:51] Maynard: ‎image omitted
‎[15/08/25, 13:52:15] Maynard: ‎image omitted
Ana: falta liquidar quanto?
Rose: USDT 83.000,00
USDT 257.295,00
Rose: saldo: -BRL 850,626.37
Ana: Tem como liquidar mais alguma coisa com esses dois últimos envios?
Rose: Enviando
Ana: Obrigado
Pedro: 83.000
Ana: 82.097,00
Ana: cotação?
Rose: 4210
Ana: fecha
Rose: fechado",,,,False,3,
trigger_1948_2948,"Rose: Um momento
Ana: Quanto antes, agradeço, o PSP que eu uso teve um problema e atrasou meu lado.
Rose: saldo atual: -BRL 445,048.21
Rose: Enviando moedas
Ana: Obrigado!
Pedro: 257.295
‎[15/08/25, 15:56:47] Maynard: ‎image omitted
Ana: finalizada
Ana: Quando puderem, agradeço novamente a liquidação.
Pedro: 82.097
Ana: 100k
Ana: cotação
Rose: 4215
Ana: fecha 120k",,,,False,3,
trigger_1951_2951,"Rose: Enviando moedas
Ana: Obrigado!
Pedro: 257.295
‎[15/08/25, 15:56:47] Maynard: ‎image omitted
Ana: finalizada
Ana: Quando puderem, agradeço novamente a liquidação.
Pedro: 82.097
Ana: 100k
Ana: cotação
Rose: 4215
Ana: fecha 120k
Ana: nesse valor
Ana: pode ser?
Rose: fechado",,,,False,3,
trigger_1997_2997,"Rose: 4290
Rose: <PHONE>
Rose: vamos?
Ana: off
Rose: off
Ana: Tudo bem
Ana: Agora tá on?
Rose: ta on
Ana: Maravilha.
Ana: 350k
Ana: rapidao
Ana: Me ajuda no preço
Rose: buscando 1s
Rose: 4310
Ana: fecha",,,,False,3,
trigger_1998_2998,"Rose: <PHONE>
Rose: vamos?
Ana: off
Rose: off
Ana: Tudo bem
Ana: Agora tá on?
Rose: ta on
Ana: Maravilha.
Ana: 350k
Ana: rapidao
Ana: Me ajuda no preço
Rose: buscando 1s
Rose: 4310
Ana: fecha
Rose: fechado",,,,False,3,
